subject,relation,object,new_topic,old_index
its net profits,saw fall in,last quarter of 2004,5,1494
its profits,saw fall in,last quarter,5,1495
its net profits,saw fall,as it continued,5,1496
it,continued,to hit by losses at its operations,5,1497
its net profits,saw fall in,quarter of 2004,5,1498
it,continued,hit by losses at its European operations,5,1499
it,continued,to hit by losses at its European operations,5,1500
its profits,saw fall in,last quarter of 2004,5,1501
it,continued,to hit by losses,5,1502
its profits,saw fall,it continued,5,1503
it,continued,hit by losses at its operations,5,1504
GM,has,profits General Motors,5,1505
it,be hit by,losses at its operations,5,1506
its net profits,saw fall in,last quarter,5,1507
losses,hit,GM 's profits General Motors,5,1508
it,be hit by,losses at its European operations,5,1509
its profits,saw fall,as it continued,5,1510
it,continued,hit by losses,5,1511
its profits,saw fall,37 %,5,1512
it,be hit by,losses,5,1513
losses,hit,GM,5,1514
its profits,saw fall in,quarter of 2004,5,1515
losses,is,European,5,1516
boost bidders ' shares Shares,is in,Deutsche Boerse,10,1517
shareholder fund,voiced,opposition to firm 's takeover,10,1518
shareholder fund,voiced,opposition to firm 's takeover of London Stock Exchange,10,1519
shareholder fund,voiced,opposition,10,1520
shareholder fund,voiced,opposition to firm 's planned takeover of London Stock Exchange,10,1521
LSE,doubts,boost bidders ' shares Shares in Deutsche Boerse,10,1522
LSE,doubts,boost bidders ' shares Shares,10,1523
shareholder fund,voiced,opposition to firm 's planned takeover,10,1524
gap,hit,time high of $ 671,5,1525
US trade gap,hits,record,5,1526
US trade gap,hits record in,2004,5,1527
gap,hit,time high,5,1528
Sri Lanka,has,banks,2,1529
banks,face,hard,2,1530
banks,face,times,2,1531
Lesotho textile workers,lose,jobs Six textile factories,7,1532
union officers,closed in,Lesotho,7,1533
union officers,told,AP news agency,7,1534
Lesotho textile workers,lose,jobs Six owned textile factories,7,1535
jobs,owned,foreign,7,1536
jobs,owned,jobless,7,1537
jobs,owned,factories,7,1538
Economy strong,prosper during,few months,5,1539
Economy strong,prosper during,next months,5,1540
Economy,prosper during,months,5,1541
Economy,prosper during,next months,5,1542
Economy strong,prosper during,next few months,5,1543
Economy strong,prosper during,months,5,1544
Economy strong,is in,election year UK businesses,5,1545
Economy,prosper during,next few months,5,1546
Economy,prosper during,few months,5,1547
Foster 's offer,rejected,takeover offer,10,1548
Foster,has,offer,10,1549
Foster 's offer,rejected,takeover offer worth,10,1550
Southcorp,has,takeover,10,1551
Southcorp,has,worth,10,1552
Yukos accused,lied in,attempt to stop,4,1553
Yukos accused,lied in,attempt stop,4,1554
Yukos,accused of,lying to court oil firm Yukos,4,1555
Yukos accused,lied to,US court,4,1556
Yukos,accused of,lying to court Russian oil firm Yukos,4,1557
Yukos,accused of,lying,4,1558
Google shares,fall,staff sell Shares have fallen,10,1559
staff sell Shares,is in,Google,10,1560
Google shares,fall,as staff sell Shares in Google have fallen,10,1561
Google shares,fall,as staff sell Shares have fallen,10,1562
staff sell Shares,have fallen,6,10,1563
Google shares,fall,staff sell Shares in Google have fallen,10,1564
African car demand,surges Car manufacturers with,plants in South Africa have seen,5,1565
car demand,surges Car manufacturers with,plants have seen during 2004,5,1566
car demand,surges Car manufacturers with,plants,5,1567
car demand,surges Car manufacturers with,plants in South Africa including BMW have seen,5,1568
South African car demand,surges Car manufacturers with,plants including BMW,5,1569
car demand,surges Car manufacturers with,plants have seen,5,1570
South African car demand,surges Car manufacturers with,plants including BMW have seen,5,1571
South African car demand,surges Car manufacturers with,plants,5,1572
South African car demand,surges Car manufacturers with,plants including BMW have seen during 2004,5,1573
South African car demand,surges Car manufacturers with,plants have seen,5,1574
South African car demand,surges Car manufacturers with,plants in South Africa have seen during 2004,5,1575
African car demand,surges Car manufacturers with,plants in South Africa including BMW,5,1576
car demand,surges Car manufacturers with,plants in South Africa have seen,5,1577
South African car demand,surges Car manufacturers with,plants in South Africa have seen,5,1578
African car demand,surges Car manufacturers with,plants in South Africa including BMW have seen during 2004,5,1579
South African car demand,surges Car manufacturers with,plants have seen during 2004,5,1580
African car demand,surges Car manufacturers with,plants in South Africa including BMW have seen,5,1581
African car demand,surges Car manufacturers with,plants including BMW have seen during 2004,5,1582
African car demand,surges Car manufacturers with,plants including BMW have seen,5,1583
African car demand,surges Car manufacturers with,plants,5,1584
South African car demand,surges Car manufacturers with,plants in South Africa including BMW have seen,5,1585
car demand,surges Car manufacturers with,plants in South Africa including BMW,5,1586
car demand,surges,Car manufacturers,5,1587
African car demand,surges Car manufacturers with,plants have seen during 2004,5,1588
surge,is in,demand,5,1589
car demand,surges Car manufacturers with,plants in South Africa including BMW have seen during 2004,5,1590
South African car demand,surges Car manufacturers with,plants in South Africa including BMW have seen during 2004,5,1591
South African car demand,surges Car manufacturers with,plants in South Africa,5,1592
South African car demand,surges Car manufacturers with,plants in South Africa including BMW,5,1593
plants,is in,South Africa,5,1594
car demand,surges Car manufacturers with,plants in South Africa,5,1595
car demand,surges Car manufacturers with,plants in South Africa have seen during 2004,5,1596
African car demand,surges Car manufacturers with,plants have seen,5,1597
car demand,surges Car manufacturers with,plants including BMW have seen,5,1598
African car demand,surges Car manufacturers with,plants in South Africa have seen during 2004,5,1599
car demand,surges Car manufacturers with,plants including BMW,5,1600
South African car demand,surges,Car manufacturers,5,1601
car demand,surges Car manufacturers with,plants including BMW have seen during 2004,5,1602
African car demand,surges,Car manufacturers,5,1603
African car demand,surges Car manufacturers with,plants including BMW,5,1604
African car demand,surges Car manufacturers with,plants in South Africa,5,1605
offshore option Australian airline Qantas,transfer,"as many as 7,000 jobs",10,1606
option airline Qantas,transfer,"as many as 7,000 jobs",10,1607
offshore option airline Qantas,transfer,"as many as 7,000 jobs",10,1608
Qantas,considers according,newspaper reports,10,1609
option Australian airline Qantas,transfer,"as many as 7,000 jobs",10,1610
it,save,costs,10,1611
huge losses earthquake,killed,"at least 38,000 people",5,1612
"38,000 people",is in,southern Asia,5,1613
losses earthquake,killed,"at least 38,000 people",5,1614
huge losses earthquake,killed,"at least 38,000 people in Asia",5,1615
they,face losses after,earthquake,5,1616
huge losses earthquake,killed,"at least 38,000 people in southern Asia",5,1617
they,face,losses,5,1618
losses earthquake,killed,"at least 38,000 people in Asia",5,1619
they,face,huge losses,5,1620
losses earthquake,killed,"at least 38,000 people in southern Asia",5,1621
Savoy London,has,famous Savoy hotel,10,1622
investor,is,Saudi,10,1623
India,are work,part of pact,10,1625
Russia,are work,part,10,1626
India,are work,part,10,1627
Russia,are work,part of pact,10,1628
India,is in,energy talks,10,1629
India,is at,Russia,10,1630
investors,persuaded,buy by low inflation,5,1631
investors,persuaded,to buy by low inflation,5,1632
investors,buy into,market,5,1633
time Irish shares,risen,investors persuaded,5,1634
investors,persuaded,to buy,5,1635
time high shares,risen to,high,5,1636
investors,buy by,inflation,5,1637
Irish markets,reach,time high Irish shares,5,1638
time high shares,risen,investors persuaded,5,1639
investors,persuaded,to buy into market by low inflation,5,1640
investors,persuaded,buy into market,5,1641
investors,persuaded,buy into market by low inflation,5,1642
investors,persuaded,to buy by inflation,5,1643
markets,reach,time Irish shares,5,1644
time Irish shares,risen,with investors persuaded,5,1645
investors,persuaded,to buy into market,5,1646
investors,persuaded,buy into market by inflation,5,1647
markets,reach,time high shares,5,1648
time shares,risen,with investors persuaded,5,1649
Irish markets,reach,time high shares,5,1650
Irish markets,reach,time shares,5,1651
time high Irish shares,risen,investors persuaded,5,1652
time shares,risen,investors persuaded,5,1653
investors,persuaded,buy by inflation,5,1654
investors,persuaded,to buy into market by inflation,5,1655
Irish markets,reach,time Irish shares,5,1656
markets,reach,time shares,5,1657
time high Irish shares,risen to,high,5,1658
time Irish shares,risen to,high,5,1659
time high Irish shares,risen,with investors persuaded,5,1660
time shares,risen to,high,5,1661
markets,reach,time high Irish shares,5,1662
time high shares,risen,with investors persuaded,5,1663
investors,buy by,low inflation,5,1664
markets,is,Irish,5,1665
rescue talks,is with,creditors,10,1666
it,go,bankrupt,10,1667
it,go,if rescue talks fail,10,1668
it,go,rescue talks fail,10,1669
it,go,rescue talks with creditors fail,10,1670
it,go,if rescue talks with creditors fail,10,1671
Criminal probe,are facing,criminal investigation in Germany over bond deal,4,1672
probe,are facing,investigation in Germany,4,1673
probe,are facing,criminal investigation over bond deal,4,1674
probe,are facing,investigation in Germany over controversial bond deal,4,1675
probe,are facing,investigation over controversial bond deal,4,1676
criminal investigation,is in,Germany,4,1677
probe,are facing,investigation in Germany over bond deal,4,1678
Criminal probe,are facing,investigation over bond deal,4,1679
Criminal probe,are facing,criminal investigation in Germany,4,1680
Criminal probe,are facing,investigation in Germany,4,1681
Criminal probe,are facing,investigation,4,1682
Criminal probe,are facing,investigation over controversial bond deal,4,1683
probe,are facing,criminal investigation in Germany over bond deal,4,1684
Criminal probe,are facing,investigation in Germany over controversial bond deal,4,1685
probe,are facing,investigation over bond deal,4,1686
Criminal probe,are facing,criminal investigation in Germany over controversial bond deal,4,1687
Criminal probe,are facing,criminal investigation over bond deal,4,1688
probe,are facing,criminal investigation over controversial bond deal,4,1689
probe,are facing,criminal investigation in Germany,4,1690
Criminal probe,are facing,criminal investigation,4,1691
probe,are facing,investigation,4,1692
Criminal probe,are facing,investigation in Germany over bond deal,4,1693
probe,are facing,criminal investigation in Germany over controversial bond deal,4,1694
Criminal probe,are facing,criminal investigation over controversial bond deal,4,1695
probe,are facing,criminal investigation,4,1696
probe,is,Criminal,4,1697
Citigroup,has,probe,4,1698
Citigroup,is at,probe,4,1699
Gold,falls on,IMF sale concerns,7,1700
price,has fallen after,International Monetary Fund,7,1701
price,has fallen after,IMF,7,1702
Israel,looks for,bank Israel,7,1703
Israel,looks to,US,7,1704
Israel,looks for,bank chief Israel,7,1705
Israel,is at,US,7,1706
bank,has,chief,7,1707
bank,has,banker,7,1708
bank,has,former,7,1709
bank,has,director,7,1710
bank,has,central,7,1711
Nigerian banks,merge,banks United Bank of Africa,5,1712
Two Nigerian banks,merge,Nigerian banks United Bank,5,1713
Nigerian banks,merge,Nigerian banks United Bank,5,1714
biggest bank,is in,West Africa,5,1715
Nigerian banks,merge,banks United Bank,5,1716
Two Nigerian banks,merge,banks United Bank of Africa,5,1717
Two Nigerian banks,merge,banks United Bank,5,1718
Nigerian banks,merge,Nigerian banks United Bank of Africa,5,1719
Two Nigerian banks,merge,Nigerian banks United Bank of Africa,5,1720
banks,is,Nigerian,5,1721
banks,merge,plans,5,1722
banks,merge,biggest,5,1723
banks,merge,bank,5,1724
Man Utd,open books to,Glazer Manchester United 's board,6,1725
Man Utd,open,books,6,1726
world,has,largest restaurant chain,10,1727
MTV,sponsor,programme,10,1728
MTV,sponsor programme as,part,10,1729
McDonald,sponsor programme as,part of its youth market promotion,10,1730
McDonald,sponsor,programme,10,1731
MTV,sponsor programme as,part of its youth market promotion,10,1732
MTV,show,world 's restaurant chain,10,1733
McDonald,sponsor programme as,part,10,1734
MTV,sponsor programme as,part of its latest youth market promotion,10,1735
MTV,show,McDonald,10,1736
McDonald,sponsor,programme on music channel MTV,10,1737
MTV,sponsor,programme on music channel MTV,10,1738
McDonald,sponsor programme as,part of its latest youth market promotion,10,1739
MTV,show,world 's largest restaurant chain,10,1740
MTV,show,world,10,1741
MTV,show,largest,10,1742
MTV,show,restaurant,10,1743
MTV,show,chain,10,1744
MTV,show,latest,10,1745
MTV,show,programme,10,1746
Delta,cuts,fares Delta Air Lines,10,1747
Delta,cuts,fares in survival plan Delta Air Lines,10,1748
fares,is in,survival plan,10,1749
Delta,is at,fares,10,1750
Yukos,Could,Could blessing,5,1751
Yukos,Could,Could blessing in disguise,5,1752
Yukos,is at,blessing,5,1753
things,is,Other,5,1754
things,is at,notion,5,1755
US data sparks inflation,worries,Wholesale prices in US,5,1756
prices,rose at,fastest rate,5,1757
Wholesale prices,rose in,January,5,1758
US data sparks inflation,worries,prices,5,1759
prices,rose at,rate,5,1760
Wholesale prices,is in,US,5,1761
US data sparks inflation,worries,prices in US,5,1762
Wholesale prices,rose at,fastest rate,5,1763
US data sparks inflation,worries,Wholesale prices,5,1764
Wholesale prices,rose at,rate,5,1765
US data sparks inflation,worries prices according,government data,5,1766
prices,rose in,January,5,1767
Split caps,pay,194m compensation Investors,10,1768
Split caps,pay,Â,10,1769
UK,has,financial watchdog,10,1770
money,are receive,Â 194m compensation,10,1771
lost money,are receive,Â 194m compensation,10,1772
Investors,lost,financial,10,1773
GM,cut output,as sales fall,5,1774
GM,cut,output,5,1775
sales,fall,GM,5,1776
GM,cut output,sales fall,5,1777
sales,fall,US car firms General Motors,5,1778
Rover deal,may cost,"2,000 jobs ' Some 2,000 jobs",10,1779
investment,is in,firm,10,1780
plant,be,Chinese,10,1781
Business confidence dips,has weakened for,time since March 2003,5,1782
Business confidence dips,has weakened for,time,5,1783
Business confidence dips,is in,Japan Business confidence among Japanese manufacturers,5,1784
Business confidence dips,has weakened for,first time since March 2003,5,1785
Business confidence dips,has weakened for,first time,5,1786
Train strike grips,has caused traffic chaos in,Argentine capital,10,1787
traffic chaos,has,large queues,10,1788
Train strike grips,has caused traffic chaos at,bus,10,1789
Train strike grips,has caused traffic chaos in,capital,10,1790
Train strike grips,has caused,traffic chaos,10,1791
traffic chaos,has,queues,10,1792
Train,has,strike,10,1793
Train,has,large,10,1794
Train,has,grips,10,1795
Train,has,Argentine,10,1796
Train,has,traffic,10,1797
Ukraine,strikes,Turkmen gas deal Ukraine,10,1798
deal,has,more,10,1799
deal,has,%,10,1800
deal,has,natural,10,1801
Soros group,warns of,Kazakh,12,1802
Soros group,warns of,Kazakh close,12,1803
Kazakh,close,billionaire,12,1804
Kazakh,close,local,12,1805
Kazakh,close,officials,12,1806
French consumer spending consumers,increased,their spending,5,1807
French consumer spending rising French consumers,increased,their spending,5,1808
French consumer spending rising consumers,increased,their spending,5,1809
French consumer spending French consumers,increased,their spending,5,1810
consumer spending French consumers,increased,their spending,5,1811
consumer spending rising French consumers,increased,their spending,5,1812
consumer spending rising consumers,increased,their spending,5,1813
consumer spending consumers,increased,their spending,5,1814
consumer,is,French,5,1815
people,is in,country,12,1816
Europe,blames,US,7,1817
US,blamed US for,sharp rise in value of euro,7,1818
Europe,blames US over,dollar leaders,7,1819
Europe,blames US over,weak dollar leaders,7,1820
US,blamed US for,rise in value of euro,7,1821
Europe,blames US over,dollar European leaders,7,1822
US,blamed US for,rise in value,7,1823
US,blamed US for,sharp rise in value,7,1824
sharp rise,is in,value of euro,7,1825
US,blamed US for,rise,7,1826
US,blamed US for,sharp rise,7,1827
Europe,blames US over,weak dollar European leaders,7,1828
Europe,is at,US,7,1829
Iraq,has,transport system,10,1830
company,has,major,10,1831
company,has,contract,10,1832
Umbro profits,lifted by,Euro 2004 UK sportswear firm Umbro,10,1833
222 % rise,is in,annual profit,10,1834
222 % rise,were boosted by,Euro 2004 tournament,10,1835
firm,has,annual,10,1836
21st month,is in,row,5,1837
it,lost,computer tapes,4,1838
Irish duo,could block,Man Utd bid Irishmen JP McManus,10,1839
duo,could block,Man Utd bid Irishmen JP McManus,10,1840
John Magnier,own,29 % stake,10,1841
29 % stake,is in,Manchester United,10,1842
John Magnier,own,29 % stake in Manchester United,10,1843
duo,is,Irish,10,1844
German bidder,is in,talks with LSE Deutsche Boerse bosses,10,1845
bidder,have held,constructive talks with London Stock Exchange,10,1846
bidder,have held,talks,10,1847
German bidder,have held,talks,10,1848
bidder,have held,talks with London Stock Exchange,10,1849
German bidder,have held,constructive talks,10,1850
German bidder,have held,constructive talks with London Stock Exchange,10,1851
constructive talks,is with,London Stock Exchange,10,1852
bidder,have held,constructive talks,10,1853
talks,is with,LSE Deutsche Boerse bosses,10,1854
German bidder,have held,talks with London Stock Exchange,10,1855
bidder,is,German,10,1856
talks,has,bidder,10,1857
talks,is at,bidder,10,1858
US,created,jobs than expected in December,5,1859
world,has,biggest economy,5,1860
dip,is in,hiring,5,1861
US,created,fewer jobs than expected in December,5,1862
US,created,jobs than expected,5,1863
US,created,fewer jobs than expected,5,1864
job,is,Steady,5,1865
newspaper,reports,claim,10,1866
sets,is,date,10,1867
sets,is,preferred,10,1868
sets,is,takeover,10,1869
India,calls for,fair trade rules India,7,1870
India calls,be cowed by,its newcomer status,7,1871
India,calls for,trade rules India,7,1872
India calls,is,unlikely,7,1873
Venezuela,identifies,idle farms,12,1874
it,continues with,its controversial land reform policy,12,1875
Venezuela,identifies,farms,12,1876
it,continues with,its land reform policy,12,1877
South African government,increased,social spending,5,1878
South African government,increased spending at,centre of its budget,5,1879
South African government,increased spending at,centre of its latest budget,5,1880
government,increased spending at,centre,5,1881
African government,put tax cuts for,budget,5,1882
South African government,increased spending at,centre,5,1883
African government,increased spending at,centre of its budget,5,1884
government,increased spending at,centre of its latest budget,5,1885
South African government,put tax cuts for,budget,5,1886
African government,increased spending at,centre,5,1887
South African government,increased,spending,5,1888
government,increased,spending,5,1889
African government,increased,spending,5,1890
government,increased,social spending,5,1891
African government,increased,social spending,5,1892
government,increased spending at,centre of its budget,5,1893
African government,increased spending at,centre of its latest budget,5,1894
government,put tax cuts for,budget,5,1895
budget President Bush,send,his budget proposals,7,1896
large cuts,is in,domestic spending,7,1897
toughest budget President Bush,send,his budget proposals,7,1898
large cuts,lower,deficit,7,1899
toughest budget President Bush,send,his toughest budget proposals,7,1900
budget President Bush,send,his toughest budget proposals,7,1901
cuts,lower,deficit,7,1902
Nissan names,has named,lifetime employee,10,1903
lifetime employee,run,its operations,10,1904
lifetime employee,takes charge at,Renault,10,1905
lifetime employee,takes,charge,10,1906
names,has,successor,10,1907
names,has,successful,10,1908
names,has,lifetime,10,1909
Worldcom director,ends,evidence,4,1910
former chief officer,finished,evidence at trial,4,1911
former financial officer,finished,giving evidence,4,1912
former financial officer,finished,evidence at trial,4,1913
former officer,finished,evidence,4,1914
former officer,finished,evidence at trial of his ex-boss,4,1915
former chief financial officer,finished,giving evidence at trial of his ex-boss,4,1916
former chief financial officer,finished,evidence at trial,4,1917
former chief officer,finished,giving evidence,4,1918
former chief financial officer,finished,evidence at trial of his ex-boss,4,1919
former officer,finished,giving evidence at trial of his ex-boss,4,1920
former financial officer,finished,giving evidence at trial of his ex-boss,4,1921
former chief officer,finished,giving evidence at trial,4,1922
former financial officer,finished,evidence at trial of his ex-boss,4,1923
former chief officer,finished,giving evidence at trial of his ex-boss,4,1924
former officer,finished,giving evidence,4,1925
former chief financial officer,finished,giving evidence,4,1926
former chief financial officer,finished,evidence,4,1927
former financial officer,finished,giving evidence at trial,4,1928
former chief financial officer,finished,giving evidence at trial,4,1929
former officer,finished,giving evidence at trial,4,1930
former financial officer,finished,evidence,4,1931
former chief officer,finished,evidence,4,1932
former chief officer,finished,evidence at trial of his ex-boss,4,1933
former officer,finished,evidence at trial,4,1934
latest shareholder,is in,Deutsche Boerse,10,1935
concern,buy,London Stock Exchange,10,1936
Boerse,express,German,10,1937
Boerse,express,stock,10,1938
bosses,have,payout,10,1939
bosses,have,former,10,1940
bosses,have,directors,10,1941
26 % stake,is in,deal worth,10,1942
Indy,buys into,India paper Irish publishing group Independent News,10,1943
Indy buys,is buying up,26 % stake in deal worth,10,1944
Indy buys,is buying up,26 % stake in newspaper company Jagran,10,1945
Indy buys,is buying up,26 % stake in Indian newspaper company Jagran in deal,10,1946
Indy buys,is buying up,26 % stake in newspaper company Jagran in deal,10,1947
26 % stake,is in,Indian newspaper company Jagran,10,1948
Indy buys,is buying up,26 % stake,10,1949
Indy buys,is buying up,26 % stake in newspaper company Jagran in deal worth,10,1950
Indy,buys into,India paper publishing group Independent News,10,1951
Indy buys,is buying up,26 % stake in Indian newspaper company Jagran,10,1952
Indy buys,is buying up,26 % stake in Indian newspaper company Jagran in deal worth,10,1953
Indy buys,is buying up,26 % stake in deal,10,1954
data,fuelled,fresh concerns about US economy,5,1955
data,fuelled,fresh concerns,5,1956
data,fuelled,concerns about US economy,5,1957
data,fuelled,concerns,5,1958
dollar,hits,low,5,1959
dollar,hits,new,5,1960
dollar,hits,record,5,1961
dollar,hits,fresh,5,1962
dollar,hits,euro,5,1963
Trial,begins of,Spain 's banker,4,1964
Trial,begins of,Spain 's top banker,4,1965
trial,started in,Madrid,4,1966
former boss,apologised to,investors,4,1967
founder,apologised to,investors,4,1968
boss,has,Italian,4,1969
boss,has,investors,4,1970
Mexican,send,16bn home labourers living in US,5,1971
Mexican,send,16bn home Mexican labourers,5,1972
Mexican,send,16bn home labourers,5,1973
Mexican,send,16bn home Mexican labourers living in US,5,1974
Mexican,send,16bn home labourers living,5,1975
Mexican,send,16bn home Mexican labourers living,5,1976
sinking dollar,hit shares on,weak dollar fears,7,1977
dollar,hit,shares,7,1978
dollar,hit shares on,dollar fears,7,1979
dollar,hit shares after,finance ministers ' meeting,7,1980
Rising oil prices,hit shares on,dollar fears,7,1981
sinking dollar,hit shares on,dollar fears,7,1982
Rising oil prices,hit shares after,finance ministers ' meeting,7,1983
Rising oil prices,hit shares on,Monday,7,1984
sinking dollar,hit shares after,finance ministers ' meeting,7,1985
oil prices,hit shares on,Monday,7,1986
sinking dollar,hit,shares,7,1987
oil prices,hit shares on,dollar fears,7,1988
dollar,hit shares on,weak dollar fears,7,1989
oil prices,hit shares on,weak dollar fears,7,1990
oil prices,hit,shares,7,1991
sinking dollar,hit shares on,Monday,7,1992
Rising oil prices,hit shares on,weak dollar fears,7,1993
oil prices,hit shares after,finance ministers ' meeting,7,1994
Rising oil prices,hit,shares,7,1995
dollar,hit shares on,Monday,7,1996
foreign direct investment,is in,telecoms companies,5,1997
India,widens,access,5,1998
India,widens,access to telecoms India,5,1999
India,is at,access,5,2000
it,wants,to avoid,5,2001
Reliance unit,loses,younger,10,2002
Reliance unit,loses,younger of two brothers,10,2003
Reliance unit,loses,younger of two brothers in charge of India 's private company,10,2004
Reliance unit,loses,younger of two brothers in charge of India 's company,10,2005
Reliance unit,loses,younger of two brothers in charge,10,2006
Reliance unit,loses,younger of two brothers in charge of India 's largest company,10,2007
two brothers,is in,charge of India 's largest private company,10,2008
Reliance unit,loses,Anil Ambani Anil Ambani,10,2009
Reliance unit,loses,younger of two brothers in charge of India 's largest private company,10,2010
Record year,has registered,record earnings of,5,2011
Record year,has registered,record earnings,5,2012
Record,has,year,5,2013
Record,has,Chilean,5,2014
Record,has,copper,5,2015
world 's major economies,should weather,storm,5,2017
world 's economies,should weather,storm of price rises,5,2018
world 's economies,should weather,storm,5,2019
world 's major economies,should weather,storm of price rises,5,2020
world,has,major economies,5,2021
it,received,fresh takeover approach from US business tycoon Malcolm Glazer,10,2022
it,received,takeover approach,10,2023
it,received,takeover approach from US business tycoon Malcolm Glazer,10,2024
it,received,fresh takeover approach,10,2025
Q&A,has,battle,10,2026
Q&A,has,fresh,10,2027
Q&A,has,control,10,2028
country,has,economic growth,5,2029
allowing,have,severe consequences,5,2030
allowing,have,consequences,5,2031
SBC,plans,post-takeover job cuts US phone company SBC Communications,10,2032
SBC,plans,job cuts US phone company SBC Communications,10,2033
it,cut around,"12,800 jobs",10,2034
China Aviation,seeks,rescue deal Scandal hit jet fuel supplier China Aviation Oil,10,2036
trading,is in,oil futures,10,2037
China Aviation,seeks,rescue deal hit jet fuel supplier China Aviation Oil,10,2038
China Aviation,seeks,rescue deal jet fuel supplier China Aviation Oil,10,2039
Sluggish economy,hits,jobs,5,2040
number,has risen,as growth remains,5,2041
number,has risen for,month,5,2042
economy,hits,German jobs,5,2043
growth,remains,stubbornly slow,5,2044
economy,hits,jobs,5,2045
growth,remains,slow,5,2046
number,has risen for,tenth straight month,5,2047
number,has risen for,straight month,5,2048
Sluggish economy,hits,German jobs,5,2049
work,is in,Europe 's largest economy,5,2050
number,has risen for,tenth month,5,2051
number,has risen,growth remains,5,2052
economy,is,Sluggish,5,2053
Fosters,buys,stake in winemaker brewer Fosters,10,2054
Fosters,buys,stake in winemaker Australian brewer Fosters,10,2055
large stake,is in,Australian winemaker Southcorp,10,2056
stake,is in,winemaker Australian brewer Fosters,10,2057
Fosters,buys,stake,10,2058
Fosters,is at,stake,10,2059
rise,is in,fourth quarter profits,5,2060
earnings,improve,Telecoms equipment supplier Ericsson,5,2061
Ericsson sees,has posted,rise in quarter profits,5,2062
Ericsson sees,has posted,rise,5,2063
thanks,upgrade,their networks,5,2064
Ericsson sees,has posted,rise in fourth quarter profits,5,2065
earnings,improve,equipment,5,2066
earnings,improve,fourth,5,2067
earnings,improve,supplier,5,2068
Christmas shoppers,began,their flock,5,2069
Christmas shoppers,began,their flock to High Street,5,2070
Christmas shoppers,began,their seasonal flock,5,2071
Christmas shoppers,began,their seasonal flock to High Street,5,2072
sales,show,festive fervour UK sales,5,2073
Retail sales,show,festive fervour UK sales,5,2074
Retail sales,show,fervour UK retail sales,5,2075
Retail sales,show,fervour UK sales,5,2076
sales,show,fervour UK sales,5,2077
sales,show,festive fervour UK retail sales,5,2078
sales,show,fervour UK retail sales,5,2079
Retail sales,show,festive fervour UK retail sales,5,2080
sales,is,Retail,5,2081
UK,is,4,5,2082
China,has,economy,5,2083
economy,has,breakneck,5,2084
Bank,is at,payout,4,2085
Home loan approvals,has risen for,first time since May year,5,2086
Home loan approvals,has risen according,figures from Bank,5,2087
Home loan approvals,has risen according,figures from Bank of England,5,2088
Home loan approvals,has risen according,figures,5,2089
Home loan approvals,has risen for,time since May last year,5,2090
Home loan approvals,has risen for,time since May year,5,2091
Home loan approvals,has risen for,time,5,2092
Home loan approvals,has risen according,lending figures from Bank,5,2093
Home loan approvals,has risen for,first time,5,2094
Home loan approvals,has risen for,first time since May last year,5,2095
Home loan approvals,has risen according,lending figures,5,2096
Home loan approvals,has risen according,lending figures from Bank of England,5,2097
progress,say,those behind negotiations,8,2098
good progress,say,those behind negotiations,8,2099
Organisation,have,good,8,2100
state spending,boost to,economy South Korea,5,2101
jobs,start,its sputtering economy,5,2102
spending boost,will boost state spending at_time,next year,5,2103
jobs,start,its economy,5,2104
S Korea,will boost state spending at_time,year,5,2105
spending boost,will boost state spending at_time,year,5,2106
S Korea,will boost state spending at_time,next year,5,2107
effort,create,sputtering,5,2108
two airlines US Airways,is,Delta Air Lines ' Comair subsidiary,10,2109
US,probe,airline travel chaos US government,10,2110
airline travel chaos US government,investigate,two airlines US Airways,10,2111
troubled insurance broker Marsh,has,shareholder transactions,4,2112
Marsh,is investigating,insurance broker Marsh 's shareholder transactions,4,2113
Marsh,is investigating,troubled insurance broker Marsh 's shareholder transactions,4,2114
Troubled Marsh,is investigating,troubled insurance broker Marsh 's shareholder transactions,4,2115
Troubled Marsh,is investigating,insurance broker Marsh 's shareholder transactions,4,2116
Marsh,is,Troubled,4,2117
SEC,has,Marsh,4,2118
SEC,is at,Marsh,4,2119
scrutiny,is,stock,4,2120
scrutiny,is,market,4,2121
scrutiny,is,troubled,4,2122
scrutiny,is,regulator,4,2123
GM,is in,crunch talks on Fiat future Fiat,10,2124
GM,will meet car giant General Motors on,Tuesday,10,2125
GM,will meet,car giant General Motors,10,2126
crunch,has,GM,10,2127
crunch,is at,GM,10,2128
attempt,reach,Italian,10,2129
IMF ' cuts ' growth estimate,is cut,its 2005 growth forecast,5,2130
IMF ' cuts ' growth estimate,is cut,its 2005 growth forecast for economy,5,2131
IMF ' cuts ' German growth estimate,is cut,its 2005 growth forecast for economy,5,2132
International Monetary Fund,is cut,its 2005 growth forecast for economy,5,2133
IMF ' cuts ' growth estimate,is cut,its 2005 growth forecast for German economy,5,2134
International Monetary Fund,is cut,its 2005 growth forecast,5,2135
International Monetary Fund,is cut,its 2005 growth forecast for German economy,5,2136
IMF ' cuts ' German growth estimate,is cut,its 2005 growth forecast for German economy,5,2137
IMF ' cuts ' German growth estimate,is cut,its 2005 growth forecast,5,2138
Qwest,may spark,MCI war US phone company Qwest,10,2139
it,will table offer after,losing to larger Verizon,10,2140
